query_name,pipeline_id,repetition,source_name,throughput,latency_us,pipeline_task_duration_us,pipeline_tuples,pipeline_task_count,pipeline_task_span_us,pipeline_avg_task_duration_us,end_to_end_tuples,end_to_end_duration_us,end_to_end_throughput,end_to_end_latency_us,openvino_enable_cpu_pinning,openvino_inference_num_threads,openvino_num_streams,prediction_cache_type,use_batch_deduplication
dlinear-48.test_02,9,rep-06,SOLARPOWERSOURCE,5296773.446673392,1.6714203197202449,120934.0,640560.0,1136.0,1070645.0,106.45598591549296,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
mlp-96.test_09,5,rep-10,OSURGBSOURCE,1040.983096976521,379.3364299933643,1447670.0,1507.0,2323.0,571660.0,623.1898407232028,1507.0,8126072.0,185.4524547653528,21275.33633519765,false,1,0,NONE,false
mlp-96.test_09,6,rep-10,OSURGBSOURCE,268.82752793886095,18340.155844155845,286429.0,77.0,2447.0,1412192.0,117.05312627707397,1507.0,8126072.0,185.4524547653528,21275.33633519765,false,1,0,NONE,false
mlp-96.test_09,2,rep-10,2,48248.70333610809,2555.844061048441,31234.0,1507.0,2323.0,3851657.0,13.445544554455445,1507.0,8126072.0,185.4524547653528,21275.33633519765,false,1,0,NONE,false
mlp-96.test_09,3,rep-10,2,0.0,,2216.0,0.0,2323.0,3851613.0,0.9539388721480844,1507.0,8126072.0,185.4524547653528,21275.33633519765,false,1,0,NONE,false
mlp-96.test_09,2,rep-04,2,56145.44912633658,2511.5978765759787,26841.0,1507.0,2323.0,3784978.0,11.554455445544555,1507.0,7881499.0,191.20728176200998,20308.692193631367,false,1,0,NONE,false
mlp-96.test_09,3,rep-04,2,0.0,,4524.0,0.0,2323.0,3784940.0,1.9474817046922084,1507.0,7881499.0,191.20728176200998,20308.692193631367,false,1,0,NONE,false
mlp-96.test_09,5,rep-04,OSURGBSOURCE,1048.1691816003533,398.2548108825481,1437745.0,1507.0,2323.0,600170.0,618.9173482565648,1507.0,7881499.0,191.20728176200998,20308.692193631367,false,1,0,NONE,false
mlp-96.test_09,6,rep-04,OSURGBSOURCE,290.198804094311,17398.83950617284,279119.0,81.0,2456.0,1409306.0,113.6478013029316,1507.0,7881499.0,191.20728176200998,20308.692193631367,false,1,0,NONE,false
mlp-96.test_09,2,rep-03,2,42392.19106022673,2666.843397478434,35549.0,1507.0,2323.0,4018933.0,15.303056392595781,1507.0,8427562.0,178.8180259012037,19566.11191282786,false,1,0,NONE,false
mlp-96.test_09,3,rep-03,2,0.0,,3275.0,0.0,2323.0,4018892.0,1.4098148945329316,1507.0,8427562.0,178.8180259012037,19566.11191282786,false,1,0,NONE,false
mlp-96.test_09,5,rep-03,OSURGBSOURCE,893.3965133229904,459.6264100862641,1686821.0,1507.0,2323.0,692657.0,726.1390443392165,1507.0,8427562.0,178.8180259012037,19566.11191282786,false,1,0,NONE,false
mlp-96.test_09,6,rep-03,OSURGBSOURCE,291.0904862436764,16439.64210526316,326359.0,95.0,2470.0,1561766.0,132.12914979757085,1507.0,8427562.0,178.8180259012037,19566.11191282786,false,1,0,NONE,false
